finding_id,sequence_start,sequence_end,successful_login_time,source_ip,successful_username,failed_attempt_count,backup_failed_attempt_count,distinct_usernames_targeted,event_time,event_role,event_type,targeted_username,source_port,command,raw_line
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:05:07,failed_attempt,failed_password,admin,45078,,Jul 11 02:05:07 backup01 sshd[2753]: Failed password for invalid user admin from 203.0.113.89 port 45078 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:05:07,failed_attempt,max_auth_attempts,admin,41713,,Jul 11 02:05:07 backup01 sshd[8643]: error: maximum authentication attempts exceeded for admin from 203.0.113.89 port 41713 ssh2 [preauth]
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:05:12,failed_attempt,failed_password,backup,31179,,Jul 11 02:05:12 backup01 sshd[1515]: Failed password for backup from 203.0.113.89 port 31179 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:05:25,failed_attempt,failed_password,root,43677,,Jul 11 02:05:25 backup01 sshd[8523]: Failed password for root from 203.0.113.89 port 43677 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:05:27,failed_attempt,failed_password,backup,62506,,Jul 11 02:05:27 backup01 sshd[9683]: Failed password for backup from 203.0.113.89 port 62506 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:05:48,failed_attempt,failed_password,admin,48863,,Jul 11 02:05:48 backup01 sshd[8056]: Failed password for invalid user admin from 203.0.113.89 port 48863 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:05:48,failed_attempt,max_auth_attempts,admin,36751,,Jul 11 02:05:48 backup01 sshd[5177]: error: maximum authentication attempts exceeded for admin from 203.0.113.89 port 36751 ssh2 [preauth]
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:05:57,failed_attempt,failed_password,backup,59903,,Jul 11 02:05:57 backup01 sshd[3683]: Failed password for backup from 203.0.113.89 port 59903 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:06:08,failed_attempt,failed_password,backup,55547,,Jul 11 02:06:08 backup01 sshd[6206]: Failed password for backup from 203.0.113.89 port 55547 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:06:12,failed_attempt,failed_password,backup,60385,,Jul 11 02:06:12 backup01 sshd[6744]: Failed password for backup from 203.0.113.89 port 60385 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:06:26,failed_attempt,failed_password,backup,43161,,Jul 11 02:06:26 backup01 sshd[9674]: Failed password for backup from 203.0.113.89 port 43161 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:06:37,failed_attempt,failed_password,backup,36680,,Jul 11 02:06:37 backup01 sshd[2212]: Failed password for backup from 203.0.113.89 port 36680 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:06:38,failed_attempt,failed_password,admin,45259,,Jul 11 02:06:38 backup01 sshd[2560]: Failed password for invalid user admin from 203.0.113.89 port 45259 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:07:07,failed_attempt,failed_password,root,40779,,Jul 11 02:07:07 backup01 sshd[9411]: Failed password for root from 203.0.113.89 port 40779 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:07:07,failed_attempt,max_auth_attempts,root,40328,,Jul 11 02:07:07 backup01 sshd[7595]: error: maximum authentication attempts exceeded for root from 203.0.113.89 port 40328 ssh2 [preauth]
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:07:13,failed_attempt,failed_password,admin,43435,,Jul 11 02:07:13 backup01 sshd[6002]: Failed password for invalid user admin from 203.0.113.89 port 43435 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:07:21,failed_attempt,failed_password,postgres,31817,,Jul 11 02:07:21 backup01 sshd[2847]: Failed password for postgres from 203.0.113.89 port 31817 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:07:51,failed_attempt,failed_password,oracle,53989,,Jul 11 02:07:51 backup01 sshd[6623]: Failed password for invalid user oracle from 203.0.113.89 port 53989 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:08:03,failed_attempt,failed_password,backup,41540,,Jul 11 02:08:03 backup01 sshd[5366]: Failed password for backup from 203.0.113.89 port 41540 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:08:25,failed_attempt,failed_password,admin,58236,,Jul 11 02:08:25 backup01 sshd[8261]: Failed password for invalid user admin from 203.0.113.89 port 58236 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:08:29,failed_attempt,failed_password,deploy,49977,,Jul 11 02:08:29 backup01 sshd[5230]: Failed password for deploy from 203.0.113.89 port 49977 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:08:30,failed_attempt,failed_password,deploy,38417,,Jul 11 02:08:30 backup01 sshd[5822]: Failed password for deploy from 203.0.113.89 port 38417 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:08:35,failed_attempt,failed_password,backup,60802,,Jul 11 02:08:35 backup01 sshd[6619]: Failed password for backup from 203.0.113.89 port 60802 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:08:54,failed_attempt,failed_password,admin,30115,,Jul 11 02:08:54 backup01 sshd[3279]: Failed password for invalid user admin from 203.0.113.89 port 30115 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:08:57,failed_attempt,failed_password,root,42657,,Jul 11 02:08:57 backup01 sshd[5030]: Failed password for root from 203.0.113.89 port 42657 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:09:37,failed_attempt,failed_password,postgres,41707,,Jul 11 02:09:37 backup01 sshd[5591]: Failed password for postgres from 203.0.113.89 port 41707 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:09:57,failed_attempt,failed_password,deploy,48053,,Jul 11 02:09:57 backup01 sshd[3338]: Failed password for deploy from 203.0.113.89 port 48053 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:10:01,failed_attempt,failed_password,admin,58361,,Jul 11 02:10:01 backup01 sshd[7943]: Failed password for invalid user admin from 203.0.113.89 port 58361 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:10:28,failed_attempt,failed_password,admin,50424,,Jul 11 02:10:28 backup01 sshd[1937]: Failed password for invalid user admin from 203.0.113.89 port 50424 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:10:36,failed_attempt,failed_password,backup,45492,,Jul 11 02:10:36 backup01 sshd[8568]: Failed password for backup from 203.0.113.89 port 45492 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:10:43,failed_attempt,failed_password,oracle,31791,,Jul 11 02:10:43 backup01 sshd[1725]: Failed password for invalid user oracle from 203.0.113.89 port 31791 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:10:49,failed_attempt,failed_password,root,52841,,Jul 11 02:10:49 backup01 sshd[8244]: Failed password for root from 203.0.113.89 port 52841 ssh2
priority_backup_login_sequence,2026-07-11 02:05:07,2026-07-11 05:34:59,2026-07-11 03:08:19,203.0.113.89,backup,993,319,admin;backup;deploy;oracle;postgres;root,2026-07-11 02:10:50,failed_attempt,failed_password,backup,36342,,Jul 11 02:10:50 backup01 sshd[8376]: Failed password for backup from 203.0.113.89 port 36342 ssh2
